{'device_time_stamp': 184518991062, 'system_time_stamp': 184811028161, 'left_gaze_point_on_display_area': (0.06992484629154205, 0.220445454120636), 'left_gaze_point_in_user_coordinate_system': (-222.92068481445312, 250.1190185546875, 80.39411163330078), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.8046722412109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-40.34259796142578, -9.556695938110352, 612.0042724609375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5885600447654724, 0.5234588980674744, 0.3701053857803345), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.045180901885032654, 0.1736157089471817), 'right_gaze_point_in_user_coordinate_system': (-235.99960327148438, 264.6565856933594, 85.6853256225586), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.826629638671875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (20.596778869628906, -6.1337385177612305, 611.8525390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.45409494638442993, 0.5160036087036133, 0.3676978051662445), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522874480, 'system_time_stamp': 184814911564, 'left_gaze_point_on_display_area': (0.1585417538881302, 0.3250972330570221), 'left_gaze_point_in_user_coordinate_system': (-176.08030700683594, 217.63153076171875, 68.56962585449219), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6194305419921875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-22.15736961364746, 1.90614914894104, 614.5408935546875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5482391715049744, 0.4982655644416809, 0.37389233708381653), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12086021900177002, 0.2503841817378998), 'right_gaze_point_in_user_coordinate_system': (-195.9976806640625, 240.8250274658203, 77.01136779785156), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6167144775390625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (38.79279327392578, 3.1163806915283203, 617.246337890625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41475149989128113, 0.49583888053894043, 0.38158687949180603), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522891147, 'system_time_stamp': 184814928231, 'left_gaze_point_on_display_area': (0.16329771280288696, 0.31698715686798096), 'left_gaze_point_in_user_coordinate_system': (-173.5664520263672, 220.14920043945312, 69.48597717285156), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.62078857421875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-22.045520782470703, 1.8056588172912598, 614.4968872070312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5479977130889893, 0.49848517775535583, 0.37378379702568054), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11501505225896835, 0.25607818365097046), 'right_gaze_point_in_user_coordinate_system': (-199.0872802734375, 239.05743408203125, 76.36798095703125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6384124755859375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (38.93373107910156, 3.0357375144958496, 617.2725830078125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4144478440284729, 0.496017187833786, 0.38165906071662903), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522907813, 'system_time_stamp': 184814944898, 'left_gaze_point_on_display_area': (0.16371357440948486, 0.31060242652893066), 'left_gaze_point_in_user_coordinate_system': (-173.34661865234375, 222.13121032714844, 70.20736694335938), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6436309814453125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.905485153198242, 1.7780630588531494, 614.2864379882812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5477089285850525, 0.49853697419166565, 0.373314768075943), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11810699105262756, 0.2508431673049927), 'right_gaze_point_in_user_coordinate_system': (-197.45298767089844, 240.6825714111328, 76.9594497680664), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.64935302734375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.071014404296875, 2.9794185161590576, 617.0760498046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41411712765693665, 0.49613162875175476, 0.38124868273735046), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522924471, 'system_time_stamp': 184814961557, 'left_gaze_point_on_display_area': (0.16842466592788696, 0.3164895474910736), 'left_gaze_point_in_user_coordinate_system': (-170.8564910888672, 220.3036651611328, 69.54219055175781), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6594390869140625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.738895416259766, 1.8132944107055664, 613.8806762695312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.547378659248352, 0.4984419345855713, 0.3724221885204315), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11594559997320175, 0.2483435422182083), 'right_gaze_point_in_user_coordinate_system': (-198.5954132080078, 241.45851135253906, 77.241943359375), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6396942138671875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.23956298828125, 2.989367961883545, 616.9296875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4137255847454071, 0.4961031675338745, 0.38095465302467346), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522941141, 'system_time_stamp': 184814978228, 'left_gaze_point_on_display_area': (0.16496816277503967, 0.3170134723186493), 'left_gaze_point_in_user_coordinate_system': (-172.6834716796875, 220.1409912109375, 69.48302459716797), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.64666748046875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.542490005493164, 1.9066240787506104, 613.7063598632812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5469620823860168, 0.49822887778282166, 0.3720327615737915), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11526218056678772, 0.24898959696292877), 'right_gaze_point_in_user_coordinate_system': (-198.9566650390625, 241.25794982910156, 77.1689224243164), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.65045166015625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.42146301269531, 3.0281481742858887, 616.835205078125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4133128225803375, 0.49601396918296814, 0.3807763159275055), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522957816, 'system_time_stamp': 184814994904, 'left_gaze_point_on_display_area': (0.1639430671930313, 0.31027132272720337), 'left_gaze_point_in_user_coordinate_system': (-173.22532653808594, 222.23402404785156, 70.24476623535156), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.66229248046875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.359207153320312, 1.9838006496429443, 613.6986083984375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5465596318244934, 0.49805864691734314, 0.372005432844162), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11702894419431686, 0.24560675024986267), 'right_gaze_point_in_user_coordinate_system': (-198.02279663085938, 242.30810546875, 77.5511703491211), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.671661376953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.604183197021484, 3.0850353240966797, 616.7399291992188), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4128979742527008, 0.49588486552238464, 0.3805975914001465), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522974483, 'system_time_stamp': 184815011572, 'left_gaze_point_on_display_area': (0.16309754550457, 0.30827459692955017), 'left_gaze_point_in_user_coordinate_system': (-173.67225646972656, 222.8538818359375, 70.47038269042969), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.65484619140625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.170429229736328, 2.116539478302002, 613.513427734375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5461602807044983, 0.4977579712867737, 0.37159502506256104), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11753367632627487, 0.24324317276477814), 'right_gaze_point_in_user_coordinate_system': (-197.75601196289062, 243.04183959960938, 77.8182144165039), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.666748046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.79094696044922, 3.1707077026367188, 616.834228515625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4125044047832489, 0.4957018196582794, 0.38083189725875854), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184522991150, 'system_time_stamp': 184815028241, 'left_gaze_point_on_display_area': (0.1700487732887268, 0.322096049785614), 'left_gaze_point_in_user_coordinate_system': (-169.99801635742188, 218.5631866455078, 68.90874481201172), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6930084228515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.001754760742188, 2.226841926574707, 613.3587036132812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5458022356033325, 0.4975079894065857, 0.3712513744831085), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12248197942972183, 0.24636422097682953), 'right_gaze_point_in_user_coordinate_system': (-195.14047241210938, 242.07293701171875, 77.46559143066406), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6726226806640625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.958744049072266, 3.263554811477661, 616.8899536132812), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41214630007743835, 0.4955010712146759, 0.38098037242889404), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523007808, 'system_time_stamp': 184815044900, 'left_gaze_point_on_display_area': (0.16816671192646027, 0.30464041233062744), 'left_gaze_point_in_user_coordinate_system': (-170.99282836914062, 223.98204040527344, 70.88099670410156), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6598663330078125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.84280776977539, 2.3295559883117676, 613.36962890625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5454513430595398, 0.49728211760520935, 0.371268093585968), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.1200907826423645, 0.24097885191440582), 'right_gaze_point_in_user_coordinate_system': (-196.40438842773438, 243.74478149414062, 78.07402801513672), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.673614501953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.12709045410156, 3.347844123840332, 616.9332885742188), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4117850661277771, 0.49531856179237366, 0.38110193610191345), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523024474, 'system_time_stamp': 184815061567, 'left_gaze_point_on_display_area': (0.15868699550628662, 0.3113463521003723), 'left_gaze_point_in_user_coordinate_system': (-176.0035400390625, 221.9002685546875, 70.12334442138672), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.660858154296875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.679824829101562, 2.450718879699707, 613.1929931640625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5451074838638306, 0.497006893157959, 0.3708780109882355), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11522789299488068, 0.2420487254858017), 'right_gaze_point_in_user_coordinate_system': (-198.97476196289062, 243.41261291503906, 77.95320129394531), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6847076416015625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.26913833618164, 3.463028907775879, 616.8544311523438), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4114614725112915, 0.4950622618198395, 0.38095638155937195), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523041150, 'system_time_stamp': 184815078244, 'left_gaze_point_on_display_area': (0.1607498824596405, 0.29924476146698), 'left_gaze_point_in_user_coordinate_system': (-174.9131622314453, 225.65699768066406, 71.4906997680664), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6732940673828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.551834106445312, 2.541402578353882, 613.1392822265625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5448300838470459, 0.4968045949935913, 0.37075620889663696), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11754466593265533, 0.23858053982257843), 'right_gaze_point_in_user_coordinate_system': (-197.7501983642578, 244.48928833007812, 78.34502410888672), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.68206787109375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.38924789428711, 3.554107427597046, 617.0196533203125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41122549772262573, 0.4948708117008209, 0.381335973739624), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523057816, 'system_time_stamp': 184815094911, 'left_gaze_point_on_display_area': (0.16318318247795105, 0.3115830719470978), 'left_gaze_point_in_user_coordinate_system': (-173.62696838378906, 221.8267822265625, 70.09656524658203), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.672760009765625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.467655181884766, 2.644956111907959, 613.1141967773438), 'left_gaze_origin_in_trackbox_coordinate_system': (0.544646680355072, 0.49657493829727173, 0.370700478553772), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12186562269926071, 0.24836353957653046), 'right_gaze_point_in_user_coordinate_system': (-195.46627807617188, 241.45230102539062, 77.23963928222656), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6974334716796875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.47879409790039, 3.656905174255371, 616.9675903320312), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41102102398872375, 0.49464288353919983, 0.38124072551727295), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523074477, 'system_time_stamp': 184815111573, 'left_gaze_point_on_display_area': (0.16644015908241272, 0.3127199411392212), 'left_gaze_point_in_user_coordinate_system': (-171.90542602539062, 221.47389221191406, 69.9681167602539), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.691009521484375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.396400451660156, 2.7195382118225098, 613.1810913085938), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5444841980934143, 0.4964136779308319, 0.37084415555000305), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.1202576756477356, 0.2380220890045166), 'right_gaze_point_in_user_coordinate_system': (-196.31617736816406, 244.66262817382812, 78.40814971923828), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.691558837890625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.554534912109375, 3.717519760131836, 617.1177978515625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41087988018989563, 0.4945175349712372, 0.381580114364624), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523091144, 'system_time_stamp': 184815128241, 'left_gaze_point_on_display_area': (0.16400940716266632, 0.3008795380592346), 'left_gaze_point_in_user_coordinate_system': (-173.1902618408203, 225.1495361328125, 71.30591583251953), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6968841552734375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.33664321899414, 2.7649178504943848, 613.1441650390625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5443556308746338, 0.49631181359291077, 0.37076178193092346), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12091843038797379, 0.24081210792064667), 'right_gaze_point_in_user_coordinate_system': (-195.9669189453125, 243.7965087890625, 78.09292602539062), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.70343017578125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.60703659057617, 3.787503242492676, 617.111328125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4107639491558075, 0.4943639039993286, 0.3815770745277405), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523107811, 'system_time_stamp': 184815144909, 'left_gaze_point_on_display_area': (0.16557274758815765, 0.31623417139053345), 'left_gaze_point_in_user_coordinate_system': (-172.3639373779297, 220.38294982910156, 69.57105255126953), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.692535400390625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.3131046295166, 2.8533618450164795, 613.1038818359375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5443069934844971, 0.4961147904396057, 0.370676726102829), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12316923588514328, 0.2430461198091507), 'right_gaze_point_in_user_coordinate_system': (-194.7772216796875, 243.10301208496094, 77.8404541015625), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.69354248046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.63436508178711, 3.870506763458252, 617.1300048828125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4107070863246918, 0.49418288469314575, 0.3816255033016205), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523124486, 'system_time_stamp': 184815161585, 'left_gaze_point_on_display_area': (0.16296236217021942, 0.309698224067688), 'left_gaze_point_in_user_coordinate_system': (-173.74371337890625, 222.41192626953125, 70.30953979492188), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6916046142578125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.300769805908203, 2.888986110687256, 613.072998046875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5442822575569153, 0.49603471159935, 0.3706105053424835), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12131775170564651, 0.24579837918281555), 'right_gaze_point_in_user_coordinate_system': (-195.75584411621094, 242.24859619140625, 77.52952575683594), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.713623046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.64338302612305, 3.9019460678100586, 617.0656127929688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4106767177581787, 0.49411070346832275, 0.38148871064186096), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523141152, 'system_time_stamp': 184815178252, 'left_gaze_point_on_display_area': (0.16733020544052124, 0.314746618270874), 'left_gaze_point_in_user_coordinate_system': (-171.4349822998047, 220.8447265625, 69.7391357421875), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.70458984375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.297836303710938, 2.890120029449463, 613.1460571289062), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5442698001861572, 0.49603569507598877, 0.3707689344882965), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12121028453111649, 0.23784391582012177), 'right_gaze_point_in_user_coordinate_system': (-195.81263732910156, 244.7179412841797, 78.42826843261719), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.71295166015625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.651039123535156, 3.909846782684326, 617.1175537109375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4106684625148773, 0.494096040725708, 0.38160282373428345), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523157819, 'system_time_stamp': 184815194920, 'left_gaze_point_on_display_area': (0.16239291429519653, 0.3196682333946228), 'left_gaze_point_in_user_coordinate_system': (-174.04470825195312, 219.31689453125, 69.18303680419922), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6836700439453125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.27835464477539, 2.8792898654937744, 613.2623291015625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5442174077033997, 0.4960651993751526, 0.37101972103118896), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.1258704960346222, 0.24548611044883728), 'right_gaze_point_in_user_coordinate_system': (-193.34939575195312, 242.3455810546875, 77.5647964477539), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7084808349609375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.65984344482422, 3.881922483444214, 617.0106201171875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41063183546066284, 0.4941518008708954, 0.38137075304985046), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523174486, 'system_time_stamp': 184815211589, 'left_gaze_point_on_display_area': (0.16598984599113464, 0.3709809184074402), 'left_gaze_point_in_user_coordinate_system': (-172.14344787597656, 203.38766479492188, 63.38529586791992), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7041168212890625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.238143920898438, 2.732638359069824, 613.4208374023438), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5441161394119263, 0.4963963031768799, 0.371354341506958), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.13061849772930145, 0.30189675092697144), 'right_gaze_point_in_user_coordinate_system': (-190.83975219726562, 224.833740234375, 71.19102478027344), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6857452392578125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.62042999267578, 3.692257881164551, 616.9827880859375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4107138514518738, 0.494566410779953, 0.381295382976532), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523191144, 'system_time_stamp': 184815228248, 'left_gaze_point_on_display_area': (0.16816499829292297, 0.4668949842453003), 'left_gaze_point_in_user_coordinate_system': (-170.9937286376953, 173.61265563964844, 52.54808807373047), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6819610595703125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.251209259033203, 2.516270160675049, 613.3671875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5441496968269348, 0.49687111377716064, 0.3712286949157715), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11543362587690353, 0.44120824337005615), 'right_gaze_point_in_user_coordinate_system': (-198.86602783203125, 181.5867156982422, 55.45039749145508), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7080230712890625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.51690673828125, 3.4501490592956543, 616.9727783203125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41093909740448, 0.49509674310684204, 0.38124722242355347), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523207813, 'system_time_stamp': 184815244918, 'left_gaze_point_on_display_area': (0.16792386770248413, 0.4982498288154602), 'left_gaze_point_in_user_coordinate_system': (-171.12118530273438, 163.8790740966797, 49.00529479980469), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7039947509765625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.295848846435547, 2.3817362785339355, 613.4171752929688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5442439913749695, 0.49717018008232117, 0.3713343143463135), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12024848163127899, 0.46942421793937683), 'right_gaze_point_in_user_coordinate_system': (-196.321044921875, 172.8275146484375, 52.262290954589844), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.72998046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.508384704589844, 3.3356213569641113, 616.9619750976562), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4109562039375305, 0.49534741044044495, 0.3812170922756195), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523224479, 'system_time_stamp': 184815261586, 'left_gaze_point_on_display_area': (0.17119790613651276, 0.5015210509300232), 'left_gaze_point_in_user_coordinate_system': (-169.39060974121094, 162.86355590820312, 48.63570785522461), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.70318603515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.336444854736328, 2.3381845951080322, 613.4661865234375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5443293452262878, 0.4972684383392334, 0.37144166231155396), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12113593518733978, 0.4816928207874298), 'right_gaze_point_in_user_coordinate_system': (-195.85194396972656, 169.0189208984375, 50.87607192993164), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7420806884765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.49018096923828, 3.2848622798919678, 616.9121704101562), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4109880030155182, 0.4954562783241272, 0.381104052066803), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523241146, 'system_time_stamp': 184815278254, 'left_gaze_point_on_display_area': (0.1670251339673996, 0.5133864879608154), 'left_gaze_point_in_user_coordinate_system': (-171.59625244140625, 159.18011474609375, 47.295066833496094), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6953125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.37226104736328, 2.3041088581085205, 613.6098022460938), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5443963408470154, 0.4973500669002533, 0.37175464630126953), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12523023784160614, 0.48316845297813416), 'right_gaze_point_in_user_coordinate_system': (-193.68783569335938, 168.5608367919922, 50.70933151245117), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.725677490234375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.46558380126953, 3.1948752403259277, 616.95556640625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41104909777641296, 0.49565577507019043, 0.3811904191970825), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523257813, 'system_time_stamp': 184815294922, 'left_gaze_point_on_display_area': (0.16617228090763092, 0.4996393620967865), 'left_gaze_point_in_user_coordinate_system': (-172.04702758789062, 163.44772338867188, 48.848304748535156), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6950531005859375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.392261505126953, 2.128333330154419, 613.6082153320312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.544440746307373, 0.4977375864982605, 0.371744841337204), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12228018045425415, 0.47279196977615356), 'right_gaze_point_in_user_coordinate_system': (-195.2471466064453, 171.78204345703125, 51.88178634643555), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.721710205078125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.45270919799805, 3.0187933444976807, 616.9994506835938), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4110848009586334, 0.4960440695285797, 0.38127535581588745), 'right_gaze_origin_validity': 1}
