{'device_time_stamp': 105682973504, 'system_time_stamp': 36963675465, 'left_gaze_point_on_display_area': (nan, nan), 'left_gaze_point_in_user_coordinate_system': (nan, nan, nan), 'left_gaze_point_validity': 0, 'left_pupil_diameter': nan, 'left_pupil_validity': 0, 'left_gaze_origin_in_user_coordinate_system': (nan, nan, nan), 'left_gaze_origin_in_trackbox_coordinate_system': (nan, nan, nan), 'left_gaze_origin_validity': 0, 'right_gaze_point_on_display_area': (nan, nan), 'right_gaze_point_in_user_coordinate_system': (nan, nan, nan), 'right_gaze_point_validity': 0, 'right_pupil_diameter': nan, 'right_pupil_validity': 0, 'right_gaze_origin_in_user_coordinate_system': (nan, nan, nan), 'right_gaze_origin_in_trackbox_coordinate_system': (nan, nan, nan), 'right_gaze_origin_validity': 0}
{'device_time_stamp': 105684065187, 'system_time_stamp': 36964767157, 'left_gaze_point_on_display_area': (0.3117627799510956, 0.18606902658939362), 'left_gaze_point_in_user_coordinate_system': (-95.09203338623047, 260.7906188964844, 84.27831268310547), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.790496826171875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.36260801553726196, -57.43108367919922, 747.9752197265625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5003487467765808, 0.6107068061828613, 0.6659990549087524), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.2582985460758209, 0.18515540659427643), 'right_gaze_point_in_user_coordinate_system': (-123.35169982910156, 261.0742492675781, 84.38147735595703), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6479339599609375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.126129150390625, -67.63438415527344, 745.2532958984375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38336750864982605, 0.6298139691352844, 0.6673542857170105), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684081854, 'system_time_stamp': 36964783823, 'left_gaze_point_on_display_area': (0.3136471211910248, 0.1836330145597458), 'left_gaze_point_in_user_coordinate_system': (-94.0960464477539, 261.546875, 84.55355072021484), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.7686614990234375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.3378170132637024, -57.38916778564453, 747.9445190429688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5003032684326172, 0.6106343269348145, 0.6659268736839294), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.25046196579933167, 0.18264950811862946), 'right_gaze_point_in_user_coordinate_system': (-127.49390411376953, 261.8521423339844, 84.66470336914062), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6212615966796875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.158470153808594, -67.66728210449219, 745.2322998046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38330501317977905, 0.6298769116401672, 0.667320191860199), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684098520, 'system_time_stamp': 36964800488, 'left_gaze_point_on_display_area': (0.31986406445503235, 0.17954513430595398), 'left_gaze_point_in_user_coordinate_system': (-90.80992126464844, 262.81585693359375, 85.01538848876953), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.7512359619140625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.3264322578907013, -57.278656005859375, 747.821533203125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5002822875976562, 0.6104478240013123, 0.665645182132721), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.24542763829231262, 0.18961752951145172), 'right_gaze_point_in_user_coordinate_system': (-130.1549072265625, 259.6890563964844, 83.87738037109375), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.63543701171875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.16745376586914, -67.62863159179688, 745.0897216796875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38326922059059143, 0.6298262476921082, 0.667007565498352), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684115187, 'system_time_stamp': 36964817153, 'left_gaze_point_on_display_area': (0.32450151443481445, 0.21421630680561066), 'left_gaze_point_in_user_coordinate_system': (-88.35871887207031, 252.05274963378906, 81.09793090820312), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8286895751953125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.32559508085250854, -57.18482208251953, 747.775390625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5002806186676025, 0.6102829575538635, 0.6655324101448059), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.2605995833873749, 0.1906713992357254), 'right_gaze_point_in_user_coordinate_system': (-122.13545227050781, 259.3619384765625, 83.75816345214844), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6647186279296875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.16339111328125, -67.60936737060547, 744.9822998046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3832623064517975, 0.6298059821128845, 0.666771650314331), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684131854, 'system_time_stamp': 36964833819, 'left_gaze_point_on_display_area': (0.32578083872795105, 0.18328721821308136), 'left_gaze_point_in_user_coordinate_system': (-87.6825180053711, 261.65423583984375, 84.59257507324219), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.761505126953125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.32768693566322327, -57.10333251953125, 747.6986083984375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5002843141555786, 0.610143780708313, 0.6653549671173096), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.25620877742767334, 0.18309983611106873), 'right_gaze_point_in_user_coordinate_system': (-124.456298828125, 261.71240234375, 84.61373138427734), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.65057373046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.15363311767578, -67.59837341308594, 744.953125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3832763731479645, 0.6297899484634399, 0.6667050719261169), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684148529, 'system_time_stamp': 36964850492, 'left_gaze_point_on_display_area': (0.31484174728393555, 0.2061849683523178), 'left_gaze_point_in_user_coordinate_system': (-93.464599609375, 254.5459747314453, 82.00535583496094), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.803985595703125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.34294021129608154, -57.000247955322266, 747.6216430664062), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5003122687339783, 0.6099655032157898, 0.665174126625061), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.2529204785823822, 0.19739742577075958), 'right_gaze_point_in_user_coordinate_system': (-126.19441986083984, 257.27392578125, 82.99830627441406), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6208038330078125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.110782623291016, -67.54473876953125, 744.6988525390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38332128524780273, 0.6297271251678467, 0.6661391258239746), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684165196, 'system_time_stamp': 36964867158, 'left_gaze_point_on_display_area': (0.31057167053222656, 0.17496393620967865), 'left_gaze_point_in_user_coordinate_system': (-95.72164154052734, 264.2380676269531, 85.53292846679688), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.767547607421875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.3819959759712219, -56.894622802734375, 747.4678955078125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5003839135169983, 0.6097909212112427, 0.664826512336731), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.24779458343982697, 0.19556687772274017), 'right_gaze_point_in_user_coordinate_system': (-128.90380859375, 257.8421936035156, 83.205078125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6847686767578125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.07672882080078, -67.51712036132812, 744.9223022460938), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3834141790866852, 0.6296457648277283, 0.6666111350059509), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684181857, 'system_time_stamp': 36964883817, 'left_gaze_point_on_display_area': (0.3147933781147003, 0.2099665105342865), 'left_gaze_point_in_user_coordinate_system': (-93.49014282226562, 253.37203979492188, 81.57813262939453), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.76885986328125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.4440287947654724, -56.824241638183594, 747.3447265625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5004978179931641, 0.6096767783164978, 0.6645500063896179), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.2556081712245941, 0.18543262779712677), 'right_gaze_point_in_user_coordinate_system': (-124.77377319335938, 260.9881896972656, 84.35022735595703), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.628662109375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.00497817993164, -67.49462890625, 744.7973022460938), 'right_gaze_origin_in_trackbox_coordinate_system': (0.383529931306839, 0.6296217441558838, 0.6663244962692261), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684198523, 'system_time_stamp': 36964900481, 'left_gaze_point_on_display_area': (0.31669723987579346, 0.17395469546318054), 'left_gaze_point_in_user_coordinate_system': (-92.48381042480469, 264.5513610839844, 85.64701843261719), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.7717437744140625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.5118353366851807, -56.710636138916016, 747.5601806640625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5006219744682312, 0.60944664478302, 0.6650024652481079), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.2581760287284851, 0.17148664593696594), 'right_gaze_point_in_user_coordinate_system': (-123.41645812988281, 265.3175354003906, 85.92584991455078), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6864166259765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.94451904296875, -67.3990707397461, 744.9959716796875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38366803526878357, 0.6294198036193848, 0.6667270660400391), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684215190, 'system_time_stamp': 36964917147, 'left_gaze_point_on_display_area': (0.3252646327018738, 0.1868237406015396), 'left_gaze_point_in_user_coordinate_system': (-87.95532989501953, 260.55633544921875, 84.19297790527344), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.7887115478515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.5719019174575806, -56.518096923828125, 747.6998291015625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5007317066192627, 0.6090821027755737, 0.6652800440788269), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.2469867467880249, 0.18958519399166107), 'right_gaze_point_in_user_coordinate_system': (-129.33082580566406, 259.6990966796875, 83.88097381591797), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6831512451171875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.882850646972656, -67.22151184082031, 744.914306640625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38377073407173157, 0.6291071176528931, 0.6665105223655701), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684231865, 'system_time_stamp': 36964933820, 'left_gaze_point_on_display_area': (0.39279448986053467, 0.19013454020023346), 'left_gaze_point_in_user_coordinate_system': (-52.261016845703125, 259.5285949707031, 83.81886291503906), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.763275146484375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.4613361358642578, -56.2052001953125, 747.4384155273438), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5005285143852234, 0.6085438132286072, 0.6646712422370911), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.31351882219314575, 0.19943055510520935), 'right_gaze_point_in_user_coordinate_system': (-94.16386413574219, 256.64276123046875, 82.76861572265625), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6315460205078125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.017852783203125, -67.03015899658203, 745.2470703125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3835655450820923, 0.6287131905555725, 0.6672226786613464), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684248532, 'system_time_stamp': 36964950485, 'left_gaze_point_on_display_area': (0.4076538681983948, 0.19574816524982452), 'left_gaze_point_in_user_coordinate_system': (-44.406761169433594, 257.785888671875, 83.18465423583984), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.7970733642578125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.41805917024612427, -55.762107849121094, 747.3475952148438), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5004484057426453, 0.6077502965927124, 0.6644163727760315), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.3479076623916626, 0.19610348343849182), 'right_gaze_point_in_user_coordinate_system': (-75.98687744140625, 257.67559814453125, 83.14443969726562), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6369781494140625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.033016204833984, -66.66783142089844, 745.2023315429688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3835308849811554, 0.6280589699745178, 0.667070209980011), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684265199, 'system_time_stamp': 36964967151, 'left_gaze_point_on_display_area': (0.41014769673347473, 0.1966245323419571), 'left_gaze_point_in_user_coordinate_system': (-43.088600158691406, 257.51385498046875, 83.08563995361328), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8133544921875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.47078827023506165, -55.294918060302734, 747.3949584960938), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5005444884300232, 0.60689777135849, 0.6644588112831116), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.3468475937843323, 0.1783728152513504), 'right_gaze_point_in_user_coordinate_system': (-76.54722595214844, 263.1797790527344, 85.14786529541016), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6269378662109375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.97899627685547, -66.25154113769531, 745.1982421875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38362935185432434, 0.6273005604743958, 0.6669847369194031), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684281865, 'system_time_stamp': 36964983817, 'left_gaze_point_on_display_area': (0.4172588288784027, 0.1967601478099823), 'left_gaze_point_in_user_coordinate_system': (-39.32984924316406, 257.4717712402344, 83.07023620605469), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.82080078125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.5380589962005615, -54.827674865722656, 747.5964965820312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5006670355796814, 0.6060288548469543, 0.6648364663124084), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.3503565192222595, 0.18482613563537598), 'right_gaze_point_in_user_coordinate_system': (-74.69249725341797, 261.17645263671875, 84.418701171875), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6552276611328125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.90885925292969, -65.79832458496094, 745.0425415039062), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3837372362613678, 0.6264951229095459, 0.6665633320808411), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684298532, 'system_time_stamp': 36965000483, 'left_gaze_point_on_display_area': (0.40355628728866577, 0.17334480583667755), 'left_gaze_point_in_user_coordinate_system': (-46.57264709472656, 264.7406921386719, 85.71595001220703), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.77471923828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.6276595592498779, -54.34689712524414, 747.3507080078125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.500831127166748, 0.6051827669143677, 0.664242148399353), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.3529694080352783, 0.19546929001808167), 'right_gaze_point_in_user_coordinate_system': (-73.31139373779297, 257.87249755859375, 83.21612548828125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6421661376953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.830711364746094, -65.35685729980469, 745.1389770507812), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3838936984539032, 0.6256771683692932, 0.6666877865791321), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684315203, 'system_time_stamp': 36965017154, 'left_gaze_point_on_display_area': (0.4190003573894501, 0.18746034801006317), 'left_gaze_point_in_user_coordinate_system': (-38.409332275390625, 260.3587341308594, 84.12103271484375), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8061370849609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.7256231307983398, -53.969459533691406, 747.4131469726562), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5010102987289429, 0.6044914722442627, 0.6643305420875549), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (nan, nan), 'right_gaze_point_in_user_coordinate_system': (nan, nan, nan), 'right_gaze_point_validity': 0, 'right_pupil_diameter': nan, 'right_pupil_validity': 0, 'right_gaze_origin_in_user_coordinate_system': (nan, nan, nan), 'right_gaze_origin_in_trackbox_coordinate_system': (nan, nan, nan), 'right_gaze_origin_validity': 0}
{'device_time_stamp': 105684331870, 'system_time_stamp': 36965033821, 'left_gaze_point_on_display_area': (0.41547295451164246, 0.192092165350914), 'left_gaze_point_in_user_coordinate_system': (-40.273799896240234, 258.92083740234375, 83.59773254394531), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.811553955078125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.8169559240341187, -53.666053771972656, 747.537109375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5011773705482483, 0.6039281487464905, 0.6645620465278625), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.34722641110420227, 0.18159052729606628), 'right_gaze_point_in_user_coordinate_system': (-76.34700012207031, 262.1809387207031, 84.78430938720703), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.673095703125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.648075103759766, -64.64080047607422, 745.0079956054688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3842122554779053, 0.6243884563446045, 0.6662600040435791), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684348537, 'system_time_stamp': 36965050487, 'left_gaze_point_on_display_area': (0.4138014018535614, 0.18601402640342712), 'left_gaze_point_in_user_coordinate_system': (-41.15733337402344, 260.8077392578125, 84.284423828125), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.82464599609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.897040605545044, -53.38682556152344, 747.2755737304688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5013244152069092, 0.6034484505653381, 0.6639600396156311), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.33595266938209534, 0.17358238995075226), 'right_gaze_point_in_user_coordinate_system': (-82.30598449707031, 264.66693115234375, 85.68912506103516), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6285858154296875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.58671569824219, -64.3572769165039, 745.1295166015625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3843412399291992, 0.623855471611023, 0.666467547416687), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684365204, 'system_time_stamp': 36965067154, 'left_gaze_point_on_display_area': (0.41434845328330994, 0.20183439552783966), 'left_gaze_point_in_user_coordinate_system': (-40.86818313598633, 255.89649963378906, 82.49695587158203), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8441619873046875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.9604059457778931, -53.1379508972168, 747.306640625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5014403462409973, 0.6029937267303467, 0.6639971137046814), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.35815876722335815, 0.21025541424751282), 'right_gaze_point_in_user_coordinate_system': (-70.56845092773438, 253.28236389160156, 81.54544830322266), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6818084716796875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.532432556152344, -64.09747314453125, 745.280517578125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38446107506752014, 0.6233622431755066, 0.6667440533638), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684381870, 'system_time_stamp': 36965083820, 'left_gaze_point_on_display_area': (0.4036475121974945, 0.18843671679496765), 'left_gaze_point_in_user_coordinate_system': (-46.5244026184082, 260.0556640625, 84.01070404052734), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8399810791015625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.9887118339538574, -52.928733825683594, 747.3840942382812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5014918446540833, 0.6026062965393066, 0.6641397476196289), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.34888023138046265, 0.18237058818340302), 'right_gaze_point_in_user_coordinate_system': (-75.47280883789062, 261.93878173828125, 84.69615173339844), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.65411376953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.49738311767578, -63.86946487426758, 745.2115478515625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38451626896858215, 0.6229554414749146, 0.6665536761283875), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684398537, 'system_time_stamp': 36965100487, 'left_gaze_point_on_display_area': (0.4465213119983673, 0.20079578459262848), 'left_gaze_point_in_user_coordinate_system': (-23.86252784729004, 256.2189636230469, 82.61433410644531), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8628082275390625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.8803896903991699, -52.713722229003906, 747.3233032226562), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5012926459312439, 0.6022229194641113, 0.6639813184738159), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.3882223665714264, 0.21057240664958954), 'right_gaze_point_in_user_coordinate_system': (-54.67768859863281, 253.1839599609375, 81.50960540771484), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6869964599609375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.61949157714844, -63.67753601074219, 745.2521362304688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.384295791387558, 0.6226008534431458, 0.6666339635848999), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684415204, 'system_time_stamp': 36965117153, 'left_gaze_point_on_display_area': (0.4906613230705261, 0.1674773395061493), 'left_gaze_point_in_user_coordinate_system': (-0.5313746929168701, 266.5621337890625, 86.37889099121094), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.8389739990234375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.6523668766021729, -52.535858154296875, 747.324951171875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5008736252784729, 0.6019008159637451, 0.6639628410339355), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.45063066482543945, 0.16317765414714813), 'right_gaze_point_in_user_coordinate_system': (-21.690452575683594, 267.89691162109375, 86.86473846435547), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.60504150390625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.83998489379883, -63.516998291015625, 745.5057373046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38392218947410583, 0.6222766041755676, 0.6671973466873169), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684431870, 'system_time_stamp': 36965133819, 'left_gaze_point_on_display_area': (0.5027657747268677, 0.1852453202009201), 'left_gaze_point_in_user_coordinate_system': (5.866689682006836, 261.04632568359375, 84.37137603759766), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.86181640625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.5616703629493713, -52.33818817138672, 747.5413208007812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5007064342498779, 0.601520836353302, 0.6644083857536316), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.4707060158252716, 0.18939542770385742), 'right_gaze_point_in_user_coordinate_system': (-11.079171180725098, 259.75799560546875, 83.90242767333984), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.670501708984375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (62.93394470214844, -63.29057693481445, 745.5353393554688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3837522268295288, 0.621860682964325, 0.6672438979148865), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 105684448540, 'system_time_stamp': 36965150489, 'left_gaze_point_on_display_area': (0.5043137073516846, 0.1746903657913208), 'left_gaze_point_in_user_coordinate_system': (6.684865474700928, 264.3229675292969, 85.56388092041016), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 2.7733154296875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-0.47120046615600586, -52.106956481933594, 747.4342041015625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5005400776863098, 0.6011124849319458, 0.664148211479187), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.4449561834335327, 0.17714957892894745), 'right_gaze_point_in_user_coordinate_system': (-24.689821243286133, 263.5595703125, 85.2860336303711), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 2.6188812255859375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (63.025535583496094, -63.06095886230469, 745.612060546875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.38359305262565613, 0.6214329600334167, 0.6673914194107056), 'right_gaze_origin_validity': 1}
